Internal ID,"What skills are required for a modern, digital economy, and how can Canada best support their development and deployment in the workforce?","How can we enhance AI literacy in Canada, including awareness of AI’s limitations and biases?","What can Canada do to ensure equitable access to AI literacy across regions, demographics and socioeconomic groups?"
36026251,,,
36026282,,,
36026325,,,
36026330,,,
36026337,Core skills and traditional computer literacy are value. Soft skills are valuable.,Educate people on recognizing scams and on the actual technology behind machine learning.,Don't.
36026366,,,
36026395,,,
36026396,"I think the workforce is exhausted by rapid adaptation to technological change, especially when it comes at the expense of jobs. Grocery self-checkout lanes are a good example. Methodical adaptation and support once programs have been verified to meet Canada's standards for AI programs is better than rapid adaptation.","School librarians should teach AI skills, skepticism, and safety exactly like they did when the internet became widely available in the '90s.",Public schools and libraries are always the right place for equitable access to new information.
36026401,"Ability to learn and quickly develop skills both with fast-moving technology and beyond it, is the most important skill for a modern economy. It is therefore important to ensure that incorporation of AI does not result in deskilling or failure to develop critical thinking, flexibility and intelligent information processing - AI in schools is a particular risk for loss of skill, but it's a danger to all skilled professions.","Establish best practices with transparancy, accuracy and privacy that allow Canadians to clearly understand and evaluate AI technologies and know their rights, beyond company's hype and popular myth. Any training and public awareness campaigns should limit hype, address the critical topic of misinformation and how to identify both crafted fakes and AI inaccuracies, and ensure Canadians are informed about their rights and aware of any government regulations protecting their creative work, data and security, and where they can report any violations or concerns about how AI is used in public services or by private companies.","There is growing evidence that AI harms education and increases bias. Ensure first and foremost that all children have access to human teachers and human-crafted, well-evaluated learning materials, and that AI use is strictly limited for teaching, course materials and evaluations.  Additionally, public teachers need training in AI's limitations and bias, how to help children evaluate information and resources to identify misinformation, disinformation and to find reliable sources, and the new importance of their role as guides to how and why to think and understand while surrounded by technologies that encourage outsourcing thinking to others."
36026411,Critical thinking skills and universal design thinking methods.,People must be educated on digital literacy from a young age. The age at which kids start using technology is decreasing and families are not equipped to teach children about the risks involved.,Education must be free and without barriers to access.
36026440,,,
36026452,,,
36026454,Easy access to retraining; public awareness of critical thinking's importance and media analysis; clear understanding of the roles machine learning already plays.,"Public service announcements, workplace requirements, setting a framework for employers to educate employees, funding education programmes.",
36026456,,,
36026462,"Outside of extremely limited medical and computational applications, AI as we know it is garbage. I cannot replicate the work of human beings, it introduces a wildly unacceptable number of errors into its work, it plagiarizes from a vast and unchecked mountain of (copyrighted) sources, and for all its wasted effort and resources it spews out vomit that its proponents pretend is chocolate cake. The bubble is about to burst. Divest from this fraudulent scam industry now.","Outside of extremely limited medical and computational applications, AI as we know it is garbage. I cannot replicate the work of human beings, it introduces a wildly unacceptable number of errors into its work, it plagiarizes from a vast and unchecked mountain of (copyrighted) sources, and for all its wasted effort and resources it spews out vomit that its proponents pretend is chocolate cake. The bubble is about to burst. Divest from this fraudulent scam industry now.","Outside of extremely limited medical and computational applications, AI as we know it is garbage. I cannot replicate the work of human beings, it introduces a wildly unacceptable number of errors into its work, it plagiarizes from a vast and unchecked mountain of (copyrighted) sources, and for all its wasted effort and resources it spews out vomit that its proponents pretend is chocolate cake. The bubble is about to burst. Divest from this fraudulent scam industry now."
36026471,,"Disempower people who have a financial interest in overpromising and misrepresenting what AI can do, and who want to see (their version of) AI integrated everywhere.",
36026479,,,
36026484,,,
36026494,There are numerous skilled labour positions such as software and game development that are in desperate need of skilled workers. Assuming they can be replaced by AI and then having to rehire engineers to fix sloppy AI work has been dangerous and damaging to every company and consumer.,"By showing how LLMs work. Showing that they are entirely made from the stolen work of millions of creatives, and how these models are destroying jobs, destroying culture and destroying the creative soul of our country.","If you truly believe that equitable access to AI literacy is more important than funding real, impactful measures to our society like funding social programs, public transit, food accessibility and education, you disgust me. Accessing a machine that can inaccurately read a google search result is not something Canadians need. Canadians need programs from the government to address the issues that are destroying the middle and lower class. It is deeply insulting that the government is even considering AI as the answer to these issues instead of actually funding and educating the people."
36026504,,,
36026529,"I am against AI in principle and in practice.

""AI"" usage has been shown to affect the way people use their brain. https://www.media.mit.edu/publications/your-brain-on-chatgpt/

Data centers use an inordinate amount of energy and water and other necessary natural resources. https://andthewest.stanford.edu/2025/thirsty-for-power-and-water-ai-crunching-data-centers-sprout-across-the-west/

I also object vehemently the fact that training ""AI"" requires the theft of text, visual, and audio art, as well as people's identity and personhood. ""AI"" is currently used for observation and extraction of personal information, encroaching in the basic right to individual privacy.

I cannot in good conscience support anything related to the current iteration of ""AI.""","I am against AI in principle and in practice.

""AI"" usage has been shown to affect the way people use their brain. https://www.media.mit.edu/publications/your-brain-on-chatgpt/

Data centers use an inordinate amount of energy and water and other necessary natural resources. https://andthewest.stanford.edu/2025/thirsty-for-power-and-water-ai-crunching-data-centers-sprout-across-the-west/

I also object vehemently the fact that training ""AI"" requires the theft of text, visual, and audio art, as well as people's identity and personhood. ""AI"" is currently used for observation and extraction of personal information, encroaching in the basic right to individual privacy.

I cannot in good conscience support anything related to the current iteration of ""AI.""","I am against AI in principle and in practice.

""AI"" usage has been shown to affect the way people use their brain. https://www.media.mit.edu/publications/your-brain-on-chatgpt/

Data centers use an inordinate amount of energy and water and other necessary natural resources. https://andthewest.stanford.edu/2025/thirsty-for-power-and-water-ai-crunching-data-centers-sprout-across-the-west/

I also object vehemently the fact that training ""AI"" requires the theft of text, visual, and audio art, as well as people's identity and personhood. ""AI"" is currently used for observation and extraction of personal information, encroaching in the basic right to individual privacy.

I cannot in good conscience support anything related to the current iteration of ""AI."""
36026541,"AI will play very little role in this aside from machine learning applications. Telling people they don't need to learn programming because a machine will do it for them seems on its face disastrous. Literacy and critical thinking remain vastly more important than ""skill"" in using AI tools that are pitched as being fully usable by the completely untrained.","Awareness of its limitations and biases is basically the entirety of what anyone needs to be taught who isn't involved in highly specialist uses of machine learning tools, and they already know. I cannot express how tired I am of being handed AI writing passed off as that of a student, full of extremely obvious errors and vague, obsequious prose.","The tools are supposed to be so good you don't need ""literacy"" to use them effectively, so how is this not a contradiction in terms?"
36026578,"I work in AI QA. Most skills can be transferred, but compensation and worker protections need to be improved.",Public service announcements and the visible passage of legislation.,"The technology itself must be significantly improved, specifically with regard to its biases. This would likely involve more diverse teams developing and checking models."
36026585,The ability to think critically. AI removes that,It doesn't work,By abandoning the project
36026592,,,
36026604,,,
36026624,,,
36026647,,,
36026667,,,
36026708,,,
36026713,,,
36026777,,,
36026790,Tech education should be invested in but AI should not be except to learn about the costs and concerns related to AI.,Canada should not enhance AI literacy.,See reply above.
36026810,,,
36026831,,,
36026876,,,
36026961,,,
36026967,"Canada, now more than ever, needs to build support behind its people who actually put their own work into their learning rather than paying a machine to think for them. Once the AI bubble pops, if Canada supports the workers that -actually- have the skills AI claims to have, it will stand above the rest and be all the stronger and united for it.

Don't let Canadians fall into learned helplessness - bolster them to build upon their strengths and step forward into the future on their own two feet.","At bare minimum there should be a law that states that all AI ads and products need to VERY CLEARLY list their downsides, such as how much power/environmental impact they have and how often they are wrong (not just a ""oh we're wrong sometimes teehee"" no, an actual percentage of how wrong the results are).

In schools, there should be a workshop where students are given a paper ""written"" by AI and then given -actual- research tools in which their assignment is to delve into all of the ways the paper is incorrect. Have students see for themselves how badly AI functions and have them confront if they truly want this thing ""assisting"" them. Additionally, AI use for school projects should be outright forbidden / cause for immediate expulsion or punishment similar to paying someone to do work for you.",Putting up posters or adverts in easy to see places about the dangers of AI could be a good start. Have people constantly able to read up on the dangers of AI.
36026971,,,
36026981,"NOT AI.
Learn to code, for crying out loud.","Let me see, you could teach the ""Minister for AI"" that getting chatGPT to summarize a bill was a profoundly stupid thing to do. The algorithm's briefing was inaccurate and it terrifies me that someone with this much power in this country is that thick-headed, and is pushing the rest of the country to be that thick-headed. This ridiculous push for AI is going to cost taxpayers billions and it is going to be failure of epic proportions, and it will take *generations* to untangle the mess it's going to cause. How do you not see that?",No.
36027027,,,
36027031,,,
36027068,,,
36027124,,,
36027137,"Students need a deeper understanding of technology, not just as users
Support logical reasoning and critical thinking in high school and university","Public awareness campaigns, required coursework for young people","Build things into the curriculum, offer free courses"
36027154,,,
36027171,,,
36027179,,Include it in the public school curriculum from grade 6 onwards.,
36027198,,,
36027200,,,
36027205,,,
36027258,,,
36027281,"Strong logic and creativity, leaning into computer collaboration, ok to fail/learn/grow,","training and acrediation form the AI body. Now on which AI to X but how AI achieves X. 

And improved training module on AI adoption into regular life vs business vs systems. Some available through library online and other paid or scholarship.","Make these forms shorter. This IS TOO LONG!

Library access.
Community classes. 
University courses."
36027301,,,
36027311,,,
36027329,,,
36027346,"Isn't the entire point of an LLM that no skills are necessary, and it can intuit the user's intent from plain english?

If we assume the key skill is indeed English proficiency then that logically leads to supporting the humanities, languages, and specifically English Studies and English Literature in our universities.",read more Ed Zitron.,"There's no such thing as 'AI Literacy', this is another marketing term and is fundamentally nonsense"
36027350,"There are no ""AI-focused careers"" other than having to fix the mistakes of a machine with a 60% error rate. What we need are skills to better detect misinformation, and more freely available skills training for an aging populace.","Any literacy that does not include information on how much AI training data is stolen, and how destructive the tech is on the environment, is merely promotional material for AI sellers.",No.
36027373,"""AI"" is a dead-end technology at best, and the world's greatest technology hoax at worst. Generative models and their creators have repeatedly shown that they have no regard for the rules of law, copyright, ethics, creativity, or the environment.

AI researchers have mostly all agreed that the current approach to large language models has reached its limit. Without a significant lateral breakthrough, this technology will not improve beyond confidently lying whenever asked a question.

Banks and economists worldwide are quickly coming to the realization that the AI industry as a whole is a bubble. It has not delivered on any of its promises, and only grows as a consequence of circular investment between the leading AI companies.

The US especially has heavily bet on AI, with 40% of their GDP being tied up in AI companies who, so far, have shown no benefit to society and generated no return on investment. When the bubble bursts, Canada should be economically self-sufficient to weather that storm, not tie us further to the sinking ship.","""AI"" is a dead-end technology at best, and the world's greatest technology hoax at worst. Generative models and their creators have repeatedly shown that they have no regard for the rules of law, copyright, ethics, creativity, or the environment.

AI researchers have mostly all agreed that the current approach to large language models has reached its limit. Without a significant lateral breakthrough, this technology will not improve beyond confidently lying whenever asked a question.

Banks and economists worldwide are quickly coming to the realization that the AI industry as a whole is a bubble. It has not delivered on any of its promises, and only grows as a consequence of circular investment between the leading AI companies.

The US especially has heavily bet on AI, with 40% of their GDP being tied up in AI companies who, so far, have shown no benefit to society and generated no return on investment. When the bubble bursts, Canada should be economically self-sufficient to weather that storm, not tie us further to the sinking ship.","""AI"" is a dead-end technology at best, and the world's greatest technology hoax at worst. Generative models and their creators have repeatedly shown that they have no regard for the rules of law, copyright, ethics, creativity, or the environment.

AI researchers have mostly all agreed that the current approach to large language models has reached its limit. Without a significant lateral breakthrough, this technology will not improve beyond confidently lying whenever asked a question.

Banks and economists worldwide are quickly coming to the realization that the AI industry as a whole is a bubble. It has not delivered on any of its promises, and only grows as a consequence of circular investment between the leading AI companies.

The US especially has heavily bet on AI, with 40% of their GDP being tied up in AI companies who, so far, have shown no benefit to society and generated no return on investment. When the bubble bursts, Canada should be economically self-sufficient to weather that storm, not tie us further to the sinking ship."
36027389,,,
36027409,,,
36027424,,,
36027433,,,
36027439,the skills to avoid ai,"by ending its use, especially for children",ai literacy is not worth aiming for when literacy is already an issue ai will only make worse
36027440,"How about some common sense? People are using GenAI in place of thinking for themselves, and as a result we have a dumber and lazier workforce.",Ban GenAI.,Ban GenAI.
36027513,"Education on how to detect ""AI""-generated slop, which can be misleading and is incredibly dangerous. Putting money into the training of citizens in digital technologies that are actually functional.","There should be education in schools as to the unethical nature of AI, as well as how to detect it and to protect one's data and artistic/intellectual property.","The implementation of curricula across the country, as well as programs for adults with lower than average literacy. Many Canadians aren't genuinely aware that ""AI"" is not artificial intelligence in a meaningful way, and the push at a governmental level to thoughtlessly accept the grift that this technology is useful demonstrates exactly that."
36027517,,,
36027519,,,
36027521,"the underlying skills haven't significantly changed, technology literacy in the relevant field is an important part of training and regular review to ensure the workforce has aligned knowledge and understanding of the tools they work with.","""AI literacy"" should essentially amount to the understanding that there is a single technology at the heart of all of the current marketing which should be employed as a specific tool to solve a specific problem, rather than a magical panacea to revolutionise all industry.",the government can be the responsible voice that pushes back against wild claims made by the tech industry instead of sponsoring it.
36027553,,,
36027579,"Social workers, social workers, social workers. And start building homes like crazy for the coming tsunami of climate refugees. Forget this AI crap and HELP PEOPLE!!",Take out advertising EVERYWHERE warning about the dangers of AI. There are SO many harms and almost no promises have been realized. Please STOP this madness!,"We need food! Again, 25% are not food secure! Canadians are struggling to eat and you're focused on the latest fad of the week???"
36027594,,,
36027602,,,
36027603,,,
36027620,,,
36027621,,,
36027624,Critical thinking skills are needed so that AI is a useful tool and not a crutch.,All of the above.,Free and easily accessible training material host by the government.
36027636,no idea,definitively,rules
36027643,We should lessen our focus on AI due to ethical concerns,Put more effort into teaching about misinformation and put into place regulation to try and prevent it,We should lessen our focus on AI due to ethical concerns
36027662,,,
36027670,,,
36027707,"HUMAN SUPPORT. 
HUMAN WORKERS. 
HUMANS. 
HUMANS ARE WHAT SUPPORT HUMAN BUSINESSES.
When I need support, I ALWAYS want to speak to a human, NEVER, EVER an AI assistant. I will leave a business, regardless of how loyal I am to them, if they partake in AI.","By teaching everyone how unethical it is. Learn what it does to the environment, learn what it does to power supplies.","Offering it for free, in schools."
36027733,,,
36027759,,,
36027760,Information management and prioritizing the truth above all things (something AI is bad at),Workplace training and school training,Restrictions on AI companies to prevent widespread uptake
36027785,,,
36027793,,,
36027795,,,
36027856,,,
36027870,,,
36027872,,,
36027884,Practical communication skills without use of AI as a crutch,Divestment and worker protections so that workers do not have to worry about learning or using AI in order to keep their jobs,Complete divestment and protections across the board
36027897,,,
36027908,Avoid AI,"The public is already getting educated on how destructive AI is. For the environment, artists & even human life.","So many problems in this country. No one wants AI. Work on solving the housing crisis, the toxic deug supply, growing fascism."
36027940,No idea,Obligatory messages in images this is AI with huge watermark.,Forced community notes stating this is AI. Companies that don't comply with laws get sued into oblivion. Sue em 5 billion dollars.
36027967,,,
36028008,,,
36028094,"Education is one part. 
But again AI-focused careers means their has to be more then adoption of ready made tools. 
We should have Canadian lead research institute that is focusing on AI advancements in Canada. 
This should be solution that is Canadian made and supported. 
investment for a domestic solution.","To be frank a high dollar ad campaign that lies to people at first.
again ""The Hidden World of the House Hippo"" is prime example of this.
but also we should do this not just in Canada I think this should ran in USA as well. 
We are joined at the hip with our Southern neighbor and large amount of AI tools are present and offered by USA to begin with. Educating and informing USA also benefits Canada and if the rhetoric being set in western countries is that AI limitations are not fully know and that biases are dictated by the operator not reality. We get a bigger return encouraging that viewpoint.","Libraries can play a role, but the actions to reach AI literacy specifically does not work. 
This goes back to base mission statement for the Government.
Material needs are to be met, That just work/labor be available to Canadians to support and care for themselves and their family. 
Meaning the opportunity for education and learning are enabled as people have the support and freedom to achieve higher qulaity of life by Government ensuring food,water,shelter are provided for. 
This means COL and QOL are further improved. This is not AI related but a task that must be taken if Canada wants to be the fore front of any AI/Tech future"
36028095,,,
36028096,,,
36028122,"Focus more on the humans using the tech, instead of the tech itself. It's people who use it, not for the tech to replace the people.",Remove AI tech accessibility from the youth so that they can actually learn and think for themselves.,Fund more education programs of all levels.
36028129,More of a lack of real skill would benefit your cause here.,Stop. Please.,Don't.
36028131,,,
36028145,,,
36028160,,,
36028161,,,
36028164,,,
36028187,"As AI develops, other industries will die out. To support the ending of certain industries or fields, their should be alternative programs available for those who are losing their jobs.","Workplace training, ethical guidelines, and PSA's are essential. Now more than ever, the sentiment of ""You can't trust everything you see on the internet"" needs to be spread.","Collaborate with academia, and provincial governments by providing best practices for when AI malpractice takes place. Much like an HR department, have step-by-step guides of what to do if someone suspects AI malpractice, and provide support with any investigation needed."
36028202,,,
36028204,It should not be used in the workforce.,Everyone who actually cares about this subject and has any integrity already knows this information. The fact that the individuals polling for this information don't realize this is more depressing than their positive-leading questions and obvious preferred bias.,No one should have public easy access to AI models in their current state. They are inherently dangerous and misleading at this time.
36028208,,,
36028214,,,
36028237,,,
36028266,,,
36028330,,,
36028357,,,
36028384,,,
36028421,Tbd,tbd,tbd
36028468,,,
36028496,career focus and supports for careers that have nothing to do with ai.,educating people on how its dangerous and a grift.,educating people on not using it at all for anything.
36028499,,,
36028506,,,
36028512,,,
36028532,Educated humans are more valuable to our workforce than AI,We don't. We enhance normal literacy,We don't. Improve our education system in general.
36028598,,,
36028627,,,
36028628,"Not XXXing AI ""skills"" I'll tell you that much. ""AI-focused careers,"" are you LISTENING to yourself????",Tell people that the idiot machines are lying to them and that they should just use their goddamn brains.,BAN. IT.
36028647,,,
36028735,"Currently knowledge is the most important skill with this kind of technology. It's actually currently very clear that a lot of people do not know what AI does, how it can be used to our advantage, or what it's true purpose is. It doesn't help this purpose is being twisted by a lot of people and are using it in useless places, making the technology feel useless in turn when this isn't the case. It has a lot of very useful features, but it's currently being used wrong. Having people who know how to actually properly use these tools is indispensable and in order for people to want to support it, you need to clearly have people who know how to use it.","Public awareness campaigns definitely seem like the best approach, or having even some online available articles in an easier to read format would make a world of difference. Not all AI is horrible, but not all of it is perfect and untouchable either, and differentiation in AI would also be very important because a lot of machine learning systems are not the same as an AI in a game for example, they run on different program types and have different uses. ""Artificial Intelligence"" is actually quite vague. Most of the AI people encounter such as the Cortana system, are actually not ""intelligent"" they are Machine Learning Systems, but the public currently conflate this with all manner of other systems, and we need to better separate wording of these systems to help people understand it more. Well written and well worded campaigns are crucial to people having better literacy about this kind of tool.","Having publicly available documents for reading would be a good start, such as something accessible in person (such as booklets/pamphlets in libraries or public spaces), online available reading that is clearly accessible and not hidden deep in web page after web page, something that can be easily navigated to, especially for youth who may have interest in the subject. Ideally, not something exclusive to private sectors, perhaps even short classes that cover this technology would be ideal as well."
36028762,,,
36028766,Reading :) Writing : ) Emotional Intelligence : ) Actual Intelligence : ) Fair Wages : ) Affordable rent : ),We don't need to be AI literate. How about you focus on the decline of literacy and comprehension in schools because AI is making it easier and easier to cheat.,Excuse me? You think its that important that ALL demographics are AI literate? How about focusing on emotional empathy. We still have racists and homophobes here buddy
36028855,"There is no skill required to use AI as it literally does everything for you - but some people still find that even hard to do. Instead of teaching people to take shortcuts with AI, why are we not giving them the tools to learn on their own?","Same as above. It doesn't take a genius to use AI - and if someone seriously believes there is such a thing as 'literacy' with it, they shouldn't even be near it.",There is no ethical use of AI.
36028872,,,
36028883,"People need to know how to think, write, program, and create—AI is no substitute for that. We need critical thinking, not addiction to plagiarism machines.","People should understand what LLMs are and how they work. If more people, including those in the government and education, understood how the technology actually functions (i.e., by averaging out results scraped from stolen information), they would realize the flaw at the very root of this technology, and not want it forced on them.","Any region that doesn't have access to AI will have an advantage when the bubble collapses, as it will still have people with real skills who can do real work."
36028884,,,
36028886,,,
36028917,,,
36028939,,,
36028946,,,
36028962,,,
36028970,,,
36028971,,,
36029021,,,
36029044,,,
36029051,,broad public education campaigns. public health warnings may even be appropriate.,"improve internet accessibility. grants for hardware. education is in the hands of awful premiers, so I'm not sure what canada can do about it."
36029068,,,
36029076,Reduced costs for courses is a good way to start. Many people would sign up to increase their knowledge and skills.,Tackle it on many fronts. Make it a priority in everything we do. It is not going away.,Not sure
36029079,,,
36029089,,,
36029103,,,
36029144,,,
36029177,,,
36029182,,Public awareness campaigns and media literacy to watch for generated content that is at odds with reality,
36029194,,,
36029205,By making all AI use illegal.,By teaching people how dangerous the technology is and all use must stop.,Making the entire technology illegal.
36029233,,,
36029236,,,
36029240,"Technical skills, common sense, and the ability to think for yourself. Things that do not go hand in hand with AI.","Show what AI has done to other countries, the damages its caused to the people.",Have easy to access articles or videos that aren't behind a paywall. Let civilians learn why generative ai is bad and should not be used or trusted.
36029263,,,
36029276,,,
36029313,,,
36029369,,,
36029385,,,
36029405,,,
36029406,,,
36029465,,,
36029564,,,
36029599,,,"AI is inherently a prejudiced technology, built with the prejudices of whatever rich person owns it. There is no way to make this techology equitable."
36029608,,,
36029615,,,
36029631,"Labour laws that protect workers, not companies or computers. An excellent education system that teaches and promotes critical thinking skills, media literacy, and technological literacy. A solid social safety net so that workers have something to fall back on and support them during economic turmoil and between jobs. Opportunity equality so that all Canadians, regardless of gender/sexuality/race/ethnicity/origin/disability/religion, can benefit from the ""modern, digital economy"". Canada should not train workers to do one job; Canada should educate its people so that individuals can function as citizens of the world and of a social-democratic society. When people feel safe, secure, knowledgeable, and supported, they can be more versatile in their interests and job skills.","BRING BACK COMPUTER CLASSES. It's not because kids are born with an iPad or a smartphone in hand that they understand how technology works or how to use it in a safe manner! Teach children (and adults too, and seniors) how technology works, how to use it safely, how to protect themselves and keep their data and personal information private and secure. Teach literacy! Text literacy, media literacy, technological literacy. It's not enough to read; you have to understand what you read. Bring back the House Hippo ad, and update it for 2025! It was updated once for the internet, now update it for AI. Teach critical thinking and science literacy so people stop believing every stupid health advice they read on Facebook and every AI snake oil salesman who tells them the AI can think and take their life decisions for them and be their friend and their therapist and their doctor and their lover, no problem! You have to teach! And fund public education too!","Free. Computer. Classes. Collaborate with provincial governments to bring back computer classes. Fund public education. Teach literacy. Tech media literacy. Teach tech literacy. Teach science literacy. Make public awareness campaigns on multiple channels. Put up posters and banner ads on public transportation if you have to. Fight mis- and dis-information online and offline. If you don't educate Canadians, then AI for-profit businesses and con men will do, and you won't like the results."
36029645,"Computer and Internet literacy. It should not fall on an IT team to ""fix"" hardware issues like a computer that's turned off or to fix a virus.",,Everything must start at the educational level. Starting with kids will always at least setup a future where the literacy becomes the norm.
36029660,"Invest more in education across the provinces, and you will have a workforce that is more digitally literate than any before. People need to understand how to operate both desktop and mobile operating systems effectively, how to troubleshoot hardware, and how to effectively research online while avoiding results that have been distorted through the proliferation of AI.","Teach them the truth about how AI functions (essentially an advanced form of predictive text), teach them how AI output is inherently biased to favor the opinions of the right-wing billionaires that own them (such as Elon Musk and his AI app 'Grok'). Teach them how it harms real artists and writers.",By not using it at all; then it will be equal for everyone.
36029738,"At this point, I want to throw all my phones and computers into the ocean because they keep injecting AI into everything and I don’t want to be forced to use it.","At this point, I want to throw all my phones and computers into the ocean because they keep injecting AI into everything and I don’t want to be forced to use it.","if we cannot give clean water and sufficient basic human needs to indigenous reserves, why would we build data centres that drain resources which will only further make their land inhospitable ?"
36029739,,,
36029907,,,
36029975,-,Promote programs demonstrating how tools such as ChatGPT do not provide trustworthy information,-
36030027,,,
36030076,,,
36030079,,,
36030258,,,
36030270,,,
36030280,"break down silos, help create digital infrastructure across Canada that can be trustworthy. Nothing should just be ""owned"" by the telecoms anymore. Those dinosaur days of Canada's monopolies and oligopolies need to end. They are holding us back. Break up Rogers, Bell, Telus, Shaw, Cogeco, and watch the innovation happen. Have companies meet real needs or get out of the way.",,"Offer free internet. Allow cities to create their own digital networks. Stop the monopolies of the telecoms and get people online as quickly as possible. If remote communities are still struggling with access to wifi and high data costs, that is a real barrier still. the internet has been around since 1995 and if people in Canada are still not able to get reliable internet or cheap data, THAT is your your barrier!!! It's not rocket science."
36030296,The ability to think. With one's brain.,"You were so preoccupied with whether you could, you didn't stop to think if you should.","Yes, let's ensure everyone can access the plagiarism machine and steal all the books and art."
36030338,,,
36030450,,,
36030565,,,
36030617,"Basic technological literacy is very far behind, and AI only makes this worse - reliance on AI tools hinder learning at every level. It is imperative to educate people not to rely on tools like these.","The best way would be to set an example by *not* deploying AI within the government, on account of its unreliability and low quality output, which is not likely to improve over time. This would send a clear message to the public about its general efficacy.","AI is not a vital service, nor is it even a good idea for everyone to use. Attempting to introduce AI to vulnerable demographics will result in very, very bad things and it is extremely important that we not do that."
36030665,,,
36030668,Please refer to my previous comment about an AI Micro-Credential delivered through our public Colleges/CGEPs.,Please refer to my previous comment about an AI Micro-Credential delivered through our public Colleges/CGEPs.,Please refer to my previous comment about an AI Micro-Credential delivered through our public Colleges/CGEPs.
36030708,"Set regulations to any public facing AI tools, such a generative AI. These databases were built using stolen data and used without the consent of the creators. A watermark on AI generated content should be mandatory as a starting point.","Set regulations to any public facing AI tools, such a generative AI. These databases were built using stolen data and used without the consent of the creators. A watermark on AI generated content should be mandatory as a starting point.","Set regulations to any public facing AI tools, such a generative AI. These databases were built using stolen data and used without the consent of the creators. A watermark on AI generated content should be mandatory as a starting point."
36030849,,,There is absolutely no way this could be done within the current system.
36030867,"Commitment to fact and science, the ability to distinguish the truth, strong internalized ethics and moral standards, curiosity and a willingness to learn, the ability to self-regulate and avoid being radicalized, compassion for other human beings. Canada needs to reduce polarization or people will use AI for own purposes. AI is a tool, and can be used many ways. If people want to cause harm or enact trauma on others, they will be able to do so. If people want to heal and help others experience joy and a good quality of life, then that is what AI will enable them to do. We can't focus on hard skills when the social glue of our society is coming apart at the seams.",Maybe include a unit on it in middle/high school as a part of critical thinking instruction.,More literacy supports in general; free programs offered through public libraries.
36030892,,,
36031020,,,
36031064,One that does not rely on Ai or using it to eliminate human workers,AI is the cause (also repeated COVID infections in a brain damaged populace),Non Ai
36031102,,,
36031115,,,
36031225,,,
36031297,"half your population can't even use a printer or save files onto a computer without saying ""chatgpt do this for me"" and you want to make it worse?",maybe focus on actual literacy and tech literacy skills first.,maybe focus on equitable access to actually important things like WATER and FOOD and HOUSING first.
36031324,,,
36031327,,,
36031341,Media literacy. Ability to distinguish truth from fabrication.,"Tell people exactly what AI is and what it does. It's predictive text, coded to tell you what it thinks you want to hear. Most of the time it tells the truth, but it will often say false things while making it sound like the truth and even doubling down when questioned.",Don't know.
36031370,,,
36031397,"Skills development focused on things AI can’t do and being able to control AI, protect against AI-related problems","Public awareness campaigns, encouraging development of skills that offset the cognitive decline related to overuse of AI",Public education
36031475,,,
36031500,"AI cannot be used in education because it facilitates plagiarism, it dulls the mind, it robs students of the chance to build research skill, critical thinking skill, and it frequently just gets things wrong.","Start a cross country communication campaign showing the dangerous ways AI affects our world. Teach Canadians about the ways people have fallen into antisocial, addictive relationships with a machine, share all the privacy breaches, teach Canadians how to recognize AI generated images and text, and underline how often AI gets fundamental things wrong.",By got giving it to anyone.
36031788,,,
36031797,"Our current approach is narrow, focused, and technical.  We produce graduates who are capable, or even extremely capable, of advanced and complex techniques, yet they have precious little context for that learning in terms of business, society, the environment, the globe, or even more broadly, what it means to be human and part of humanity.  These graduates are readily absorbed into our AI institutes and major tech corporations, filled with people just like themselves.  This kind of homogeneity is an impediment on many, many fronts.  The solution lies in the direction of multi-disciplinary and STEAM approaches, and significantly, in the diversity, resilience, creativity, perspectives, and broader applicability and impact that will come from a more diverse, heterogeneous approach.","As society appreciates AI and benefits more from its applications in everyday life, it provides hope, benefits, and impact, allowing people to see themselves reflected, considered, and protected.  And, it is these interactions and experiences that will build literacy and awareness.  Until we have a diversity of STEAM and multi-disciplinary people creating AI and its applications, it will be difficult for Canadians to see themselves in AI, because they are simply not in it.  Education and awareness efforts can only contribute if people can see themselves in it.","This issue, in particular, is well understood: to achieve a different outcome, we must consciously engage new types of people in the decision-making and do things differently.  The holders of power, influence, and resources generally do not know how to accomplish this, to involve people unlike themselves, for many reasons, and so measures that put representative people, a diversity of perspectives, backgrounds, and interests, areas of expertise, in positions to make decisions we will likely not see fresh, diverse, new and different participants and outcomes."
36031818,,,
36031847,,,
36031889,,,
36031903,,,
36031951,,,
36031976,,,
36032011,,,
36032069,,"awareness campaigns, maybe low cost or free classes in community centres",
36032102,Teachers need to be paid more. And incentive to upgrade the education required with the evolving world.,Incentive. And requirements.,Lower the requirements.
36032276,,"AI stems from media and it needs to be addressed by using media. Have educational opportunities available for people to understand what AI impacts are happening. For instance, running to government ads that show where Canadians can go to stay informed and prove that it's a rising issue that is wanting to be addressed at the federal level. AI ethics should be mandatory in workplaces that heavily rely on its uses.",Collaborate with every level of government to ensure the same message is being delivered.
36032389,,,
36032420,,,
36032497,,,
36032565,,,
36032699,,,
36032803,,,
36032862,,,
36032886,,,
36032910,,,
36032999,,,
36033005,,,
36033012,aa,aa,aa
36033042,,,
36033052,,,
36033053,,,
36033073,,,
36033115,,,
36033120,,,
36033154,,,
36033172,,,
36033243,,,
